#fasta1,fasta2,score,opening,extension
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-10,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-11,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-11,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-11,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-12,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-11,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-11,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-12,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-12,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-12,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-12,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-13,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-13,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-13,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-13,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-13,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-14,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-14,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-14,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-14,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-14,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-15,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-15,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-15,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-15,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-15,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-16,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-16,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-16,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-16,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-16,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-17,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-17,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-17,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-17,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-17,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-18,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-18,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-18,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-18,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-18,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-19,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-19,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-19,-3
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-19,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-19,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-20,-1
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-20,-2
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-20,-4
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-20,-5
sequences/prot-0431.fa,sequences/prot-0093.fa,31.0,-20,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,299.0,-1,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,313.0,-1,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,378.0,-1,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,254.0,-2,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,316.0,-2,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,339.0,-1,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,276.0,-2,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,291.0,-1,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,240.0,-2,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,231.0,-2,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,263.0,-3,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,221.0,-3,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,200.0,-3,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,219.0,-4,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,189.0,-3,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,181.0,-3,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,178.0,-4,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,158.0,-4,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,150.0,-4,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,144.0,-4,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,179.0,-5,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,142.0,-5,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,123.0,-5,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,118.0,-5,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,114.0,-5,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,114.0,-6,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,147.0,-6,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,104.0,-6,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,98.0,-6,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,93.0,-6,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,124.0,-7,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,97.0,-7,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,86.0,-7,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,80.0,-7,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,74.0,-7,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,107.0,-8,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,69.0,-8,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,81.0,-8,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,60.0,-8,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,64.0,-8,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,86.0,-9,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,68.0,-9,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,56.0,-9,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,54.0,-9,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,53.0,-9,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,68.0,-10,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,58.0,-10,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,53.0,-10,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,52.0,-10,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,51.0,-10,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,58.0,-11,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,52.0,-11,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,51.0,-11,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-11,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-11,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,51.0,-12,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-12,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-12,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-12,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-12,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-13,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-13,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-13,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-13,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-13,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-14,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-14,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-14,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-14,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-14,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-15,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-15,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-15,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-15,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-15,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-16,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-16,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-16,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-16,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-16,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-17,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-17,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-17,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-17,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-17,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-18,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-18,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-18,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-18,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-18,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-19,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-19,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-19,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-19,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-20,-1
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-19,-5
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-20,-2
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-20,-4
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-20,-3
sequences/prot-0446.fa,sequences/prot-0424.fa,50.0,-20,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,345.0,-2,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,369.0,-1,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,321.0,-1,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,284.0,-2,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,254.0,-2,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,315.0,-1,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,337.0,-1,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,432.0,-1,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,221.0,-3,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,236.0,-2,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,188.0,-3,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,173.0,-3,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,228.0,-2,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,270.0,-3,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,161.0,-3,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,216.0,-4,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,136.0,-4,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,166.0,-4,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,120.0,-4,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,166.0,-5,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,116.0,-5,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,114.0,-4,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,97.0,-5,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,89.0,-5,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,83.0,-5,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,130.0,-6,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,73.0,-6,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,66.0,-6,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,86.0,-6,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,63.0,-6,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,96.0,-7,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,64.0,-7,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,56.0,-7,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,56.0,-7,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,77.0,-8,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,56.0,-7,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,54.0,-8,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,51.0,-8,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,51.0,-8,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,51.0,-8,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,58.0,-9,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,46.0,-9,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,49.0,-9,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,46.0,-9,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,46.0,-9,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,53.0,-10,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-10,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-10,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-10,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,50.0,-11,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-10,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-11,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-11,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-11,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-11,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,47.0,-12,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-12,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-12,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-12,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-13,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-12,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-13,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-13,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-13,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-13,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-14,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-14,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-14,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-14,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-14,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-15,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-15,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-15,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-15,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-16,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-15,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-16,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-16,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-16,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-16,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-17,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-17,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-17,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-17,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-17,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-18,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-18,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-18,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-18,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-18,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-19,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-19,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-19,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-19,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-20,-1
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-19,-5
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-20,-2
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-20,-4
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-20,-3
sequences/prot-0469.fa,sequences/prot-0609.fa,45.0,-20,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,113.0,-1,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,130.0,-2,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,120.0,-1,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,160.0,-1,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,128.0,-1,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,136.0,-1,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,104.0,-2,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,112.0,-2,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,74.0,-3,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,69.0,-3,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,97.0,-2,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,90.0,-3,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,80.0,-3,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,91.0,-2,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,104.0,-3,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,83.0,-4,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,68.0,-4,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,64.0,-5,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,64.0,-4,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,52.0,-5,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,52.0,-4,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,56.0,-4,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,45.0,-5,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,43.0,-5,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,43.0,-5,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,43.0,-6,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,41.0,-6,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,41.0,-6,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,53.0,-6,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,45.0,-7,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,41.0,-6,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,39.0,-7,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,39.0,-7,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,39.0,-7,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,39.0,-7,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,39.0,-8,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,37.0,-8,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,37.0,-8,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,37.0,-8,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,37.0,-8,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,36.0,-9,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,35.0,-9,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,35.0,-9,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,35.0,-9,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,35.0,-9,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,33.0,-10,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,33.0,-10,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,33.0,-10,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,33.0,-10,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,33.0,-10,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,31.0,-11,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,31.0,-11,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,31.0,-11,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,31.0,-11,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,31.0,-11,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,29.0,-12,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,29.0,-12,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,29.0,-12,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,29.0,-12,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,29.0,-12,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,28.0,-13,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,28.0,-13,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,28.0,-13,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,28.0,-13,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,28.0,-13,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,27.0,-14,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,27.0,-14,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,27.0,-14,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,27.0,-14,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,27.0,-14,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,26.0,-15,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,26.0,-15,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,26.0,-15,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,26.0,-15,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,26.0,-15,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-16,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-16,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-16,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-16,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-16,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-17,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-17,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-17,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-17,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-17,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-18,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-18,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-18,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-18,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-18,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-19,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-19,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-19,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-19,-4
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-19,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-20,-1
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-20,-2
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-20,-3
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-20,-5
sequences/prot-0486.fa,sequences/prot-0314.fa,25.0,-20,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,198.0,-2,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,236.0,-2,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,252.0,-1,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,210.0,-1,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,217.0,-1,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,181.0,-2,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,288.0,-1,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,232.0,-1,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,157.0,-2,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,165.0,-2,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,194.0,-3,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,154.0,-3,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,133.0,-3,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,119.0,-3,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,110.0,-3,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,158.0,-4,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,116.0,-4,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,87.0,-4,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,98.0,-4,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,79.0,-4,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,87.0,-5,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,122.0,-5,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,73.0,-5,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,67.0,-5,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,63.0,-5,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,95.0,-6,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,68.0,-6,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,56.0,-6,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,62.0,-6,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,73.0,-7,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,50.0,-6,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,59.0,-7,-2
sequences/prot-0503.fa,sequences/prot-0454.fa,53.0,-7,-3
sequences/prot-0503.fa,sequences/prot-0454.fa,47.0,-7,-4
sequences/prot-0503.fa,sequences/prot-0454.fa,46.0,-7,-5
sequences/prot-0503.fa,sequences/prot-0454.fa,66.0,-8,-1
sequences/prot-0503.fa,sequences/prot-0454.fa,46.0,-8,-3
